symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TATLY,2018-05-10 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-11 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-14 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-15 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-16 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-17 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-18 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-21 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-22 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-23 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-24 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-25 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-29 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-30 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-05-31 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-01 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-04 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-05 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-06 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-07 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-08 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-11 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-12 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-13 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-14 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-15 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-18 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-19 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-20 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-21 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-22 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-25 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-26 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-27 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-28 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-06-29 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-07-02 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.2220718538,12.2220718538,12.2220718538,12.2220718538,0,0.0,1.0
TATLY,2018-07-03 00:00:00+00:00,14.4232,14.4232,14.4232,14.4232,0,12.3301123523,12.3301123523,12.3301123523,12.3301123523,0,0.127498,1.0
TATLY,2019-11-07 00:00:00+00:00,13.8971,13.8971,13.8971,13.8971,11,11.880359724,11.880359724,11.880359724,11.880359724,11,0.0,1.0
TATLY,2020-03-13 00:00:00+00:00,4.35,4.35,4.35,4.35,5411,3.7187301523,3.7187301523,3.7187301523,3.7187301523,5411,0.0,1.0
TATLY,2020-04-08 00:00:00+00:00,4.35,4.35,4.35,4.35,5411,3.7187301523,3.7187301523,3.7187301523,3.7187301523,5411,0.0,1.0
TATLY,2020-07-22 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-07-23 00:00:00+00:00,4.35,4.35,4.35,4.35,5411,3.7187301523,3.7187301523,3.7187301523,3.7187301523,5411,0.0,1.0
TATLY,2020-07-24 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-07-27 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-07-28 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-07-29 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-07-30 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-07-31 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-08-03 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.7187301523,3.7187301523,3.7187301523,3.7187301523,0,0.0,1.0
TATLY,2020-08-04 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.8157129249,3.8157129249,3.8157129249,3.8157129249,0,0.113446,1.0
TATLY,2020-08-05 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.134338,1.0
TATLY,2020-08-06 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-07 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-10 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-11 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-12 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-13 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-14 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-17 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-18 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-19 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-20 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-21 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-24 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-25 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-26 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-27 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-28 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-08-31 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-01 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-02 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-03 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-04 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-08 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-09 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-10 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-11 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-14 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-15 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-16 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-17 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-18 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-21 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-22 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-23 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-24 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-25 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-28 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-29 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-09-30 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-01 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-02 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-05 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-06 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-07 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-08 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-09 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-12 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-13 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-14 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-15 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-16 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-19 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-20 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-21 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-22 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-23 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-26 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-27 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-28 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-29 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-10-30 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-02 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-03 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-04 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-05 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-06 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-09 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-10 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-11 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-12 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-13 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-16 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-17 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-18 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-19 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-20 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-23 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
TATLY,2020-11-24 00:00:00+00:00,4.35,4.35,4.35,4.35,0,3.9335509118,3.9335509118,3.9335509118,3.9335509118,0,0.0,1.0
